city_id;city_name;city_name_ascii;lat;long;population_number;country_id
13493;Karasuk;Karasuk;53.7333;78.0333;26902;166
13494;Kargat;Kargat;55.2;80.2833;9370;166
13495;Kargopol;Kargopol;61.5;38.9333;10055;166
13496;Karpinsk;Karpinsk;59.7667;60;26957;166
13497;Kartaly;Kartaly;53.05;60.65;28607;166
13498;Kashin;Kashin;57.36;37.6039;14287;166
13499;Kashira;Kashira;54.8333;38.15;48016;166
13500;Kasimov;Kasimov;54.9583;41.3972;30243;166
13501;Kasli;Kasli;55.8833;60.75;16013;166
13502;Kaspiysk;Kaspiysk;42.8833;47.6333;116340;166
13503;Kaspiyskiy;Kaspiyskiy;45.3833;47.3667;13125;166
13504;Katav-Ivanovsk;Katav-Ivanovsk;54.75;58.2;15872;166
13505;Kataysk;Kataysk;56.3;62.5667;12565;166
13506;Kavalerovo;Kavalerovo;44.2702;135.0498;18657;166
13507;Kazan;Kazan;55.7908;49.1144;1243500;166
13508;Kem;Kem;64.95;34.6;11604;166
13509;Kemerovo;Kemerovo;55.3333;86.0667;556920;166
13510;Khabarovsk;Khabarovsk;48.4833;135.0667;616242;166
13511;Khadyzhensk;Khadyzhensk;44.4239;39.5372;22468;166
13512;Khakhar;Khakhar;57.6666;135.43;10;166
13513;Khandyga;Khandyga;62.666;135.6;6796;166
13514;Khanty-Mansiysk;Khanty-Mansiysk;61;69;98692;166
13515;Kharabali;Kharabali;47.4;47.25;17968;166
13516;Kharovsk;Kharovsk;59.9642;40.1912;9099;166
13517;Khasavyurt;Khasavyurt;43.25;46.5833;141259;166
13518;Khatanga;Khatanga;72.0411;102.465;3205;166
13519;Khilok;Khilok;51.35;110.45;10607;166
13520;Khimki;Khimki;55.8892;37.445;244668;166
13521;Kholmsk;Kholmsk;47.0403;142.0431;27954;166
13522;Khorgo;Khorgo;73.4833;113.63;10;166
13523;Khotkovo;Khotkovo;56.25;37.9833;21349;166
13524;Khvalynsk;Khvalynsk;52.4833;48.1;12391;166
13525;Kimovsk;Kimovsk;53.9667;38.5333;25951;166
13526;Kimry;Kimry;56.8667;37.35;44743;166
13527;Kinel;Kinel;53.2333;50.6167;35675;166
13528;Kineshma;Kineshma;57.45;42.15;83871;166
13529;Kingisepp;Kingisepp;59.3667;28.6;47313;166
13530;Kirensk;Kirensk;57.7833;108.1;11139;166
13531;Kireyevsk;Kireyevsk;53.9333;37.9333;25741;166
13532;Kirillov;Kirillov;59.8667;38.3833;7468;166
13533;Kirishi;Kirishi;59.45;32.0167;50885;166
13534;Kirov;Kirov;54.0833;34.3;30520;166
13535;Kirov;Kirov;58.6;49.65;501468;166
13536;Kirovgrad;Kirovgrad;57.4333;60.0667;19277;166
13537;Kirovo-Chepetsk;Kirovo-Chepetsk;58.55;50.0167;72071;166
13538;Kirovsk;Kirovsk;67.6142;33.6717;26581;166
13539;Kirovsk;Kirovsk;59.8667;30.9833;26387;166
13540;Kirs;Kirs;59.3372;52.2455;9453;166
13541;Kirsanov;Kirsanov;52.65;42.7333;16409;166
13542;Kirzhach;Kirzhach;56.15;38.8667;26676;166
13543;Kiselëvsk;Kiselevsk;53.9833;86.7;89867;166
13544;Kislovodsk;Kislovodsk;43.91;42.72;129593;166
13545;Kizel;Kizel;59.05;57.65;14883;166
13546;Kizilyurt;Kizilyurt;43.2;46.8667;37171;166
13547;Kizlyar;Kizlyar;43.85;46.7167;49247;166
13548;Klimovsk;Klimovsk;55.3667;37.5333;56239;166
13549;Klin;Klin;56.3339;36.7125;79387;166
13550;Klintsy;Klintsy;52.7528;32.2361;62936;166
13551;Klyuchi;Klyuchi;56.3;160.85;1089;166
13552;Knyaginino;Knyaginino;55.8167;45.0333;6804;166
13889;Petrovsk-Zabaykal’skiy;Petrovsk-Zabaykal'skiy;51.2833;108.8333;16213;166
13890;Petrozavodsk;Petrozavodsk;61.7833;34.35;278551;166
13891;Petushki;Petushki;55.9333;39.4667;13112;166
13892;Pevek;Pevek;69.7;170.3167;4053;166
13893;Pikalëvo;Pikalevo;59.5208;34.1514;20183;166
13894;Pionerskiy;Pionerskiy;54.95;20.2167;11312;166
13895;Pitkyaranta;Pitkyaranta;61.5667;31.4833;10479;166
13896;Plast;Plast;54.3667;60.8167;17508;166
13897;Plavsk;Plavsk;53.7;37.3;15920;166
13898;Pochëp;Pochep;52.9333;33.45;16687;166
13899;Pochinok;Pochinok;54.4;32.45;8545;166
13900;Podkamennaya Tunguska;Podkamennaya Tunguska;61.5995;90.1236;10;166
13901;Podolsk;Podolsk;55.4297;37.5444;299660;166
13902;Podporozhye;Podporozhye;60.9167;34.1667;17270;166
13903;Pokhvistnevo;Pokhvistnevo;53.65;52.1333;28177;166
13904;Pokrov;Pokrov;55.9178;39.175;17025;166
13905;Pokrovsk;Pokrovsk;61.4833;129.15;9256;166
13906;Polessk;Polessk;54.8667;21.1;7011;166
13907;Polevskoy;Polevskoy;56.45;60.1833;61853;166
13908;Polyarnyy;Polyarnyy;69.1983;33.4561;17605;166
13909;Polyarnyye Zori;Polyarnyye Zori;67.3658;32.4981;14421;166
13910;Polysayevo;Polysayevo;54.6;86.2833;26212;166
13911;Porkhov;Porkhov;57.7667;29.55;8743;166
13912;Poronaysk;Poronaysk;49.2167;143.1;15311;166
13913;Poshekhonye;Poshekhonye;58.5;39.1167;5821;166
13914;Povorino;Povorino;51.2;42.25;17025;166
13915;Primorsk;Primorsk;60.3667;28.6167;5682;166
13916;Primorsko-Akhtarsk;Primorsko-Akhtarsk;46.05;38.1833;32180;166
13917;Priozërsk;Priozersk;61.0393;30.1291;18552;166
13918;Privolzhsk;Privolzhsk;57.3833;41.2833;15530;166
13919;Progress;Progress;49.7504;129.6167;146;166
13920;Prokhladnyy;Prokhladnyy;43.7575;44.0297;57883;166
13921;Prokopyevsk;Prokopyevsk;53.8833;86.7167;196406;166
13922;Proletarsk;Proletarsk;46.7031;41.7192;19032;166
13923;Protvino;Protvino;54.8667;37.2167;35807;166
13924;Provideniya;Provideniya;64.4235;-173.2258;2536;166
13925;Pskov;Pskov;57.8167;28.3333;209840;166
13926;Puchezh;Puchezh;56.9833;43.1667;6813;166
13927;Pudozh;Pudozh;61.8;36.5333;8897;166
13928;Pugachev;Pugachev;52.0133;48.8025;14908;166
13929;Pushchino;Pushchino;54.8333;37.6167;21281;166
13930;Pushkino;Pushkino;56.0167;37.85;105479;166
13931;Put’ Lenina;Put' Lenina;68.5166;107.8;298;166
13932;Pyatigorsk;Pyatigorsk;44.0333;43.05;145836;166
13933;Pyt’-Yakh;Pyt'-Yakh;60.75;72.7833;41005;166
13934;Pytalovo;Pytalovo;57.0667;27.9167;5354;166
13935;Ramenskoye;Ramenskoye;55.5669;38.2303;116077;166
13936;Rasskazovo;Rasskazovo;52.6667;41.8833;43758;166
13937;Raychikhinsk;Raychikhinsk;49.8;129.4;17372;166
13938;Rayevskiy;Rayevskiy;54.0674;54.9269;20060;166
13939;Reutov;Reutov;55.7667;37.8667;106990;166
13940;Revda;Revda;56.8;59.9167;62687;166
13941;Rezh;Rezh;57.3667;61.4;37152;166
13942;Rodniki;Rodniki;57.1;41.7333;24335;166
13943;Roshal;Roshal;55.6667;39.8833;20418;166
13944;Roslavl;Roslavl;53.9492;32.8569;50112;166
13945;Rossosh;Rossosh;50.1983;39.5672;62827;166
13946;Rostov;Rostov;57.1833;39.4167;30943;166
13947;Rostov;Rostov;47.2333;39.7167;1125299;166
13948;Rtishchevo;Rtishchevo;52.25;43.7833;39005;166
13949;Rubtsovsk;Rubtsovsk;51.5167;81.2;145333;166
13950;Rudnya;Rudnya;54.95;31.0667;9484;166
13951;Ruza;Ruza;55.6989;36.1953;13403;166
13952;Ruzayevka;Ruzayevka;54.0667;44.95;45248;166
13953;Ryazan;Ryazan;54.6167;39.7167;537622;166
13954;Ryazhsk;Ryazhsk;53.7167;40.0667;21457;166
13955;Rybinsk;Rybinsk;58.05;38.8333;190429;166
13956;Rybnoye;Rybnoye;54.7333;39.5167;19700;166
13957;Rylsk;Rylsk;51.5667;34.6833;16147;166
13958;Rzhev;Rzhev;56.2656;34.3276;59422;166
13959;Safonovo;Safonovo;55.1;33.25;42147;166
13960;Sagastyr;Sagastyr;73.3779;126.5924;10;166
13961;Saint Petersburg;Saint Petersburg;59.95;30.3167;5351935;166
13962;Salair;Salair;54.2333;85.8;7452;166
13963;Salavat;Salavat;53.3667;55.9333;153181;166
13964;Salekhard;Salekhard;66.5333;66.6333;48507;166
13965;Salsk;Salsk;46.4833;41.5333;57622;166
13966;Samara;Samara;53.1833;50.1167;1169719;166
13967;Sangar;Sangar;63.9241;127.4739;4633;166
13968;Saranpaul;Saranpaul;64.2505;60.97;2985;166
13969;Saransk;Saransk;54.1833;45.1833;314789;166
13970;Sarapul;Sarapul;56.4667;53.8;97910;166
13971;Saratov;Saratov;51.5333;46;845300;166
13972;Sarov;Sarov;54.9333;43.3167;95388;166
13973;Saskylakh;Saskylakh;71.9166;114.0833;1920;166
13974;Sasovo;Sasovo;54.35;41.9167;25177;166
13975;Satka;Satka;55.05;59.05;41798;166
13976;Sayanogorsk;Sayanogorsk;53.1;91.4;47358;166
13977;Sayansk;Sayansk;54.1167;102.1667;38968;166
13978;Sebezh;Sebezh;56.2833;28.4833;5401;166
13979;Segezha;Segezha;63.7415;34.3222;26666;166
13980;Seltso;Seltso;53.3694;34.1;16554;166
13981;Semënov;Semenov;56.8;44.5;24400;166
13982;Semikarakorsk;Semikarakorsk;47.5167;40.8;22030;166
13983;Semiluki;Semiluki;51.6833;39.0333;26732;166
13984;Sengiley;Sengiley;53.9667;48.8;6405;166
13985;Serafimovich;Serafimovich;49.5833;42.7333;8914;166
13986;Serdobsk;Serdobsk;52.4667;44.2167;32087;166
13987;Sergach;Sergach;55.5333;45.4667;20269;166
13988;Sergiyev Posad;Sergiyev Posad;56.3;38.1333;104579;166
13989;Serov;Serov;59.6;60.5667;97762;166
13990;Serpukhov;Serpukhov;54.9167;37.4;125817;166
13991;Sertolovo;Sertolovo;60.15;30.2;54497;166
13992;Severnyy;Severnyy;67.6083;64.1233;11562;166
13993;Severobaykalsk;Severobaykalsk;55.6333;109.3167;23365;166
13994;Severodvinsk;Severodvinsk;64.5667;39.85;183996;166
13995;Severo-Kuril’sk;Severo-Kuril'sk;50.6833;156.1167;2507;166
13996;Severomorsk;Severomorsk;69.0692;33.4167;51209;166
13997;Severouralsk;Severouralsk;60.15;59.9333;26543;166
13998;Seversk;Seversk;56.6;84.85;107922;166
13999;Sevsk;Sevsk;52.15;34.4939;6663;166
14000;Shadrinsk;Shadrinsk;56.0833;63.6333;75348;166
14337;Zubtsov;Zubtsov;56.1667;34.5833;6300;166
14338;Zuyevka;Zuyevka;58.4033;51.1304;10447;166
14339;Zvenigorod;Zvenigorod;55.7333;36.85;22513;166
14340;Zvenigovo;Zvenigovo;55.9667;48.0167;11504;166
14341;Zverevo;Zverevo;48.02;40.12;19456;166
14342;Zvëzdnyy;Zvezdnyy;70.9566;-179.59;10;166
14343;Zyryanka;Zyryanka;65.736;150.89;3627;166
14344;Butare;Butare;-2.6;29.75;50220;167
14345;Byumba;Byumba;-1.5794;30.0694;34544;167
14346;Cyangugu;Cyangugu;-2.4833;28.8967;27416;167
14347;Gikongoro;Gikongoro;-2.4697;29.5814;16695;167
14348;Gisenyi;Gisenyi;-1.6928;29.25;136830;167
14349;Gitarama;Gitarama;-2.0696;29.76;87613;167
14350;Kabuga;Kabuga;-1.9765;30.2247;40202;167
14351;Kibungo;Kibungo;-2.1608;30.5442;11537;167
14352;Kibuye;Kibuye;-2.0594;29.3481;12325;167
14353;Kigali;Kigali;-1.9536;30.0606;745261;167
14354;Muhanga;Muhanga;-2.0783;29.7581;49038;167
14355;Nyagatare;Nyagatare;-1.2947;30.3272;14320;167
14356;Nyanza;Nyanza;-2.3496;29.74;225209;167
14357;Ruhango;Ruhango;-2.2325;29.7803;17051;167
14358;Ruhengeri;Ruhengeri;-1.4944;29.6417;59333;167
14359;Rwamagana;Rwamagana;-1.9525;30.4378;18009;167
14360;Edinburgh of the Seven Seas;Edinburgh of the Seven Seas;-37.0675;-12.3105;;168
14361;Georgetown;Georgetown;-7.9286;-14.4119;;168
14362;Basseterre;Basseterre;17.2983;-62.7342;13220;169
14363;Castries;Castries;14.0167;-60.9833;70000;170
14364;Gros Islet;Gros Islet;14.081;-60.953;21660;170
14365;Kingstown;Kingstown;13.1667;-61.2333;25418;171
14366;Afega;Afega;-13.7973;-171.8531;;172
14367;Apia;Apia;-13.8333;-171.8333;37708;172
14368;Asau;Asau;-13.5196;-172.6378;;172
14369;Leulumoega;Leulumoega;-13.823;-171.9613;;172
14370;Lufilufi;Lufilufi;-13.8745;-171.5986;;172
14371;Mulifanua;Mulifanua;-13.8318;-172.036;;172
14372;Safotu;Safotu;-13.4513;-172.4018;;172
14373;Safotulafai;Safotulafai;-13.6715;-172.1777;;172
14374;Saleaula;Saleaula;-13.4489;-172.3352;;172
14375;Samamea;Samamea;-13.9338;-171.5312;;172
14376;Satupa‘itea;Satupa`itea;-13.7659;-172.3269;;172
14377;Vailoa;Vailoa;-13.7555;-172.307;;172
14378;Acquaviva;Acquaviva;43.9453;12.4183;;173
14379;Borgo Maggiore;Borgo Maggiore;43.9408;12.4475;;173
14380;Chiesanuova;Chiesanuova;43.9061;12.4214;;173
14381;Domagnano;Domagnano;43.9492;12.4686;;173
14382;Faetano;Faetano;43.9261;12.4981;;173
14383;Fiorentino;Fiorentino;43.9092;12.4581;;173
14384;Montegiardino;Montegiardino;43.9092;12.4833;;173
14385;San Marino;San Marino;43.932;12.4484;4040;173
14386;Serravalle;Serravalle;43.9683;12.4811;;173
14387;Guadalupe;Guadalupe;0.3792;6.6375;;174
14388;Neves;Neves;0.3586;6.5525;;174
14389;Santana;Santana;0.26;6.7414;;174
14390;Santo António;Santo Antonio;1.6386;7.4206;;174
14391;São João dos Angolares;Sao Joao dos Angolares;0.1342;6.6494;;174
14392;São Tomé;Sao Tome;0.3333;6.7333;56166;174
14393;Trindade;Trindade;0.3;6.6667;6636;174
14394;‘Ar‘ar;`Ar`ar;30.9833;41.0167;167057;175
14395;‘Unayzah;`Unayzah;26.084;43.994;163729;175
14396;Abhā;Abha;18.2167;42.5;236157;175
14397;Ad Dammām;Ad Dammam;26.4333;50.1;903312;175
14398;Ad Dilam;Ad Dilam;23.9934;47.1643;40114;175
14399;Ad Dir‘īyah;Ad Dir`iyah;24.7333;46.5756;43269;175
14400;Al Bāḩah;Al Bahah;20.0129;41.4677;95089;175
14401;Al Ḩawīyah;Al Hawiyah;21.4411;40.4975;148151;175
14402;Al Ḩillah;Al Hillah;23.4895;46.7564;594605;175
14403;Al Hufūf;Al Hufuf;25.3608;49.5997;637389;175
14404;Al Jubayl;Al Jubayl;27.0046;49.646;237274;175
14405;Al Kharj;Al Kharj;24.1556;47.312;298428;175
14406;Al Khubar;Al Khubar;26.3;50.2167;219679;175
14407;Al Majma‘ah;Al Majma`ah;25.9039;45.3456;47743;175
14408;Al Mubarraz;Al Mubarraz;25.4416;49.6642;298562;175
14409;Al Qaţīf;Al Qatif;26.5196;50.0115;368892;175
14410;Al Qunfudhah;Al Qunfudhah;19.1264;41.0789;157;175
14411;Al Qurayyāt;Al Qurayyat;31.3333;37.3333;10000;175
14412;Al Quway‘īyah;Al Quway`iyah;24.0737;45.2806;8712;175
14413;Al Wajh;Al Wajh;26.2324;36.4636;43237;175
14414;As Sulayyil;As Sulayyil;20.4623;45.5722;24097;175
14415;Aţ Ţā’if;At Ta'if;21.2667;40.4167;579970;175
14416;Buraydah;Buraydah;26.3333;43.9667;614093;175
14417;Dawmat al Jandal;Dawmat al Jandal;29.8153;39.8664;22583;175
14418;Dhahran;Dhahran;26.2667;50.15;138135;175
14419;Ḑurumā;Duruma;24.6;46.1333;11461;175
14420;Ḩā’il;Ha'il;27.5236;41.7001;385257;175
14421;Ḩafr al Bāţin;Hafr al Batin;28.4337;45.9601;249194;175
14422;Jāzān;Jazan;16.8892;42.5611;127743;175
14423;Jeddah;Jeddah;21.5428;39.1728;3976000;175
14424;Khamīs Mushayţ;Khamis Mushayt;18.3;42.7333;430828;175
14425;Laylá;Layla;22.2833;46.7333;30906;175
14426;Mecca;Mecca;21.4225;39.8261;1700000;175
14427;Medina;Medina;24.4667;39.6;1180770;175
14428;Na‘jān;Na`jan;24.0731;47.17;5125;175
14429;Najrān;Najran;17.4917;44.1322;298288;175
14430;Qal‘at Bīshah;Qal`at Bishah;20.0087;42.5987;88291;175
14431;Rafḩā;Rafha;29.6202;43.4948;64755;175
14432;Riyadh;Riyadh;24.65;46.71;6881000;175
14433;Sakākā;Sakaka;30;40.1333;128332;175
14434;Tabūk;Tabuk;28.3972;36.5789;512629;175
14435;Ţubarjal;Tubarjal;30.5;38.2167;48525;175
14436;Yanbu‘;Yanbu`;24.0943;38.0493;267590;175
14437;Dakar;Dakar;14.7319;-17.4572;1146053;176
14438;Diourbel;Diourbel;14.655;-16.2314;100445;176
14439;Fatick;Fatick;14.3167;-16.4167;24243;176
14440;Kaffrine;Kaffrine;14.1016;-15.5467;;176
14441;Kanel;Kanel;15.4833;-13.1667;12975;176
14442;Kaolack;Kaolack;14.152;-16.0726;172305;176
14443;Kédougou;Kedougou;12.5556;-12.1807;18226;176
14444;Kobilo;Kobilo;16.15;-13.5;21656;176
14445;Kolda;Kolda;12.8958;-14.9408;62258;176
14446;Linguère;Linguere;15.3833;-15.2167;15482;176
14447;Louga;Louga;15.6167;-16.2167;85075;176
14448;Matam;Matam;15.6167;-13.3333;;176
14785;Kobilje;Kobilje;46.6847;16.3978;;182
14786;Kočevje;Kocevje;45.643;14.8594;;182
14787;Komen;Komen;45.8153;13.7483;;182
14788;Komenda;Komenda;46.2038;14.5407;;182
14789;Koper;Koper;45.5475;13.7307;25611;182
14790;Kostanjevica na Krki;Kostanjevica na Krki;45.8463;15.4249;;182
14791;Kostel;Kostel;45.5084;14.9101;;182
14792;Kozina;Kozina;45.61;13.9356;;182
14793;Kozje;Kozje;46.075;15.5603;;182
14794;Kranj;Kranj;46.2389;14.3556;56081;182
14795;Kranjska Gora;Kranjska Gora;46.4839;13.7894;;182
14796;Križevci;Krizevci;46.5683;16.1386;;182
14797;Krško;Krsko;45.959;15.4922;;182
14798;Kuzma;Kuzma;46.8369;16.0833;;182
14799;Laško;Lasko;46.1563;15.2386;;182
14800;Lenart v Slovenskih Goricah;Lenart v Slovenskih Goricah;46.5755;15.8306;;182
14801;Lendava;Lendava;46.5662;16.4499;2919;182
14802;Litija;Litija;46.0565;14.8303;;182
14803;Ljubljana;Ljubljana;46.05;14.5167;284355;182
14804;Ljubno;Ljubno;46.3456;14.835;;182
14805;Ljutomer;Ljutomer;46.5208;16.1975;;182
14806;Log;Log;46.0167;14.3667;;182
14807;Logatec;Logatec;45.9144;14.2258;;182
14808;Lovrenc na Pohorju;Lovrenc na Pohorju;46.5406;15.3931;;182
14809;Luče;Luce;46.3561;14.7467;;182
14810;Lukovica;Lukovica;46.1667;14.7;;182
14811;Majšperk;Majsperk;46.3517;15.7336;;182
14812;Makole;Makole;46.3172;15.6672;;182
14813;Maribor;Maribor;46.55;15.6333;112325;182
14814;Markovci;Markovci;46.3833;15.95;;182
14815;Medvode;Medvode;46.1333;14.4333;;182
14816;Mengeš;Menges;46.1669;14.575;;182
14817;Metlika;Metlika;45.6472;15.3142;;182
14818;Mežica;Mezica;46.5206;14.8536;;182
14819;Miklavž na Dravskem Polju;Miklavz na Dravskem Polju;46.5058;15.6972;;182
14820;Miren;Miren;45.8956;13.6075;;182
14821;Mirna;Mirna;45.9553;15.0619;;182
14822;Mirna Peč;Mirna Pec;45.8603;15.0833;;182
14823;Mislinja;Mislinja;46.4411;15.1956;;182
14824;Mokronog;Mokronog;45.9342;15.1408;;182
14825;Moravče;Moravce;46.1369;14.745;;182
14826;Moravske-Toplice;Moravske-Toplice;46.6875;16.2256;;182
14827;Mozirje;Mozirje;46.3394;14.9633;;182
14828;Murska Sobota;Murska Sobota;46.6586;16.1619;11679;182
14829;Muta;Muta;46.6114;15.1661;;182
14830;Naklo;Naklo;46.2749;14.3176;1776;182
14831;Nazarje;Nazarje;46.3176;14.9467;;182
14832;Nova Gorica;Nova Gorica;45.9667;13.65;13852;182
14833;Nova Vas;Nova Vas;45.7717;14.5058;;182
14834;Novo Mesto;Novo Mesto;45.7981;15.1628;23341;182
14835;Odranci;Odranci;46.5833;16.2833;;182
14836;Oplotnica;Oplotnica;46.3878;15.4467;;182
14837;Ormož;Ormoz;46.4071;16.1505;12798;182
14838;Osilnica;Osilnica;45.5292;14.6979;;182
14839;Pesnica;Pesnica;46.6069;15.6767;;182
14840;Piran;Piran;45.5271;13.5685;17491;182
14841;Pivka;Pivka;45.6794;14.1967;;182
14842;Podčetrtek;Podcetrtek;46.1569;15.5986;;182
14843;Podlehnik;Podlehnik;46.3353;15.88;;182
14844;Podvelka;Podvelka;46.5869;15.3306;;182
14845;Poljčane;Poljcane;46.3119;15.5792;;182
14846;Polzela;Polzela;46.2833;15.0667;;182
14847;Postojna;Postojna;45.7743;14.2153;;182
14848;Prebold;Prebold;46.2369;15.0925;;182
14849;Preddvor;Preddvor;46.3025;14.4231;;182
14850;Prevalje;Prevalje;46.5467;14.98;;182
14851;Ptuj;Ptuj;46.4186;15.8714;23957;182
14852;Puconci;Puconci;46.7067;16.1564;;182
14853;Rače;Race;46.4519;15.6814;;182
14854;Radeče;Radece;46.0659;15.1729;;182
14855;Radenci;Radenci;46.6472;16.0442;;182
14856;Radlje ob Dravi;Radlje ob Dravi;46.6149;15.2226;;182
14857;Radovljica;Radovljica;46.3444;14.1744;;182
14858;Ravne na Koroškem;Ravne na Koroskem;46.5437;14.9642;;182
14859;Razkrižje;Razkrizje;46.5217;16.2811;;182
14860;Rečica;Recica;46.3167;14.9167;;182
14861;Ribnica;Ribnica;46.535;15.2728;;182
14862;Ribnica;Ribnica;45.7386;14.7275;;182
14863;Rogaška Slatina;Rogaska Slatina;46.2375;15.6397;;182
14864;Rogašovci;Rogasovci;46.8;16.0333;;182
14865;Rogatec;Rogatec;46.2294;15.7003;;182
14866;Ruše;Ruse;46.5383;15.5153;7351;182
14867;Šalovci;Salovci;46.825;16.2981;;182
14868;Selnica ob Dravi;Selnica ob Dravi;46.55;15.495;;182
14869;Semič;Semic;45.6461;15.1822;;182
14870;Šempeter pri Gorici;Sempeter pri Gorici;45.9283;13.6378;;182
14871;Šenčur;Sencur;46.2456;14.4197;;182
14872;Šentilj;Sentilj;46.6817;15.6481;;182
14873;Šentjernej;Sentjernej;45.84;15.3361;;182
14874;Šentjur;Sentjur;46.2225;15.3973;;182
14875;Šentrupert;Sentrupert;45.9778;15.0956;;182
14876;Sevnica;Sevnica;46.0092;15.3039;;182
14877;Sežana;Sezana;45.7;13.85;11842;182
14878;Škocjan;Skocjan;45.9067;15.2914;;182
14879;Škofja Loka;Skofja Loka;46.1655;14.3064;;182
14880;Škofljica;Skofljica;45.9833;14.5767;;182
14881;Slovenj Gradec;Slovenj Gradec;46.5093;15.079;;182
14882;Slovenska Bistrica;Slovenska Bistrica;46.3941;15.5707;;182
14883;Slovenske Konjice;Slovenske Konjice;46.3362;15.421;;182
14884;Šmarje;Smarje;46.2272;15.5192;;182
14885;Šmarješke Toplice;Smarjeske Toplice;45.862;15.2231;;182
14886;Šmartno;Smartno;46.0444;14.8442;;182
14887;Šmartno;Smartno;46.3333;15.0333;;182
14888;Sodražica;Sodrazica;45.7611;14.6356;;182
14889;Solčava;Solcava;46.4194;14.6936;;182
14890;Šoštanj;Sostanj;46.38;15.0486;;182
14891;Spodnja Hajdina;Spodnja Hajdina;46.4089;15.8469;;182
14892;Spodnje Hoče;Spodnje Hoce;46.5;15.65;;182
14893;Spodnji Duplek;Spodnji Duplek;46.5031;15.7453;;182
14894;Središče ob Dravi;Sredisce ob Dravi;46.3942;16.2681;;182
14895;Stari Trg;Stari Trg;45.7128;14.4694;;182
14896;Starše;Starse;46.4658;15.7672;;182
15233;Kegalle;Kegalle;7.2531;80.3453;17962;189
15234;Kilinochchi;Kilinochchi;9.4004;80.3999;103717;189
15235;Kurunegala;Kurunegala;7.4833;80.3667;;189
15236;Matara;Matara;5.949;80.5428;68244;189
15237;Moratuwa;Moratuwa;6.7804;79.88;200000;189
15238;Mullaittivu;Mullaittivu;9.2833;80.8;37339;189
15239;Negombo;Negombo;7.2111;79.8386;142136;189
15240;Nuwara Eliya;Nuwara Eliya;6.9667;80.7667;27500;189
15241;Puttalam;Puttalam;8.033;79.826;45661;189
15242;Ratnapura;Ratnapura;6.693;80.386;47832;189
15243;Sri Jayewardenepura Kotte;Sri Jayewardenepura Kotte;6.9;79.9164;115826;189
15244;Trincomalee;Trincomalee;8.5667;81.2333;99135;189
15245;Ad Diwem;Ad Diwem;13.9904;32.3;87068;190
15246;Al Manāqil;Al Manaqil;14.2504;32.98;151827;190
15247;Al Mijlad;Al Mijlad;11.0337;27.7333;19997;190
15248;An Nuhūd;An Nuhud;12.6904;28.42;108008;190
15249;Atbara;Atbara;17.7167;33.9833;139768;190
15250;Babanūsah;Babanusah;11.3334;27.8;19700;190
15251;Berber;Berber;18.017;33.9833;49556;190
15252;Dongola;Dongola;19.1769;30.4839;26404;190
15253;Ed Daein;Ed Daein;11.4672;26.1317;;190
15254;Ed Damazin;Ed Damazin;11.7704;34.35;186051;190
15255;Ed Damer;Ed Damer;17.59;33.96;103941;190
15256;El Fasher;El Fasher;13.63;25.35;252609;190
15257;El Fula;El Fula;11.712;28.3462;;190
15258;El Geneina;El Geneina;13.45;22.44;162981;190
15259;El Obeid;El Obeid;13.1833;30.2167;418280;190
15260;Gedaref;Gedaref;14.0333;35.3833;354927;190
15261;Haya;Haya;18.3461;36.3969;20000;190
15262;Kadugli;Kadugli;11.01;29.7;176931;190
15263;Karmah an Nuzul;Karmah an Nuzul;19.6337;30.4166;3928;190
15264;Kassala;Kassala;15.45;36.4;536009;190
15265;Khartoum;Khartoum;15.6031;32.5265;7282000;190
15266;Khartoum North;Khartoum North;15.6333;32.6333;936349;190
15267;Kūstī;Kusti;13.17;32.66;345068;190
15268;Marawī;Marawi;18.4833;31.8167;10234;190
15269;Nyala;Nyala;12.05;24.8833;227183;190
15270;Omdurman;Omdurman;15.6835;32.4629;2805396;190
15271;Port Sudan;Port Sudan;19.6158;37.2164;489275;190
15272;Rabak;Rabak;13.188;32.7437;;190
15273;Sannār;Sannar;13.55;33.6;130122;190
15274;Sawākin;Sawakin;19.1;37.3333;43337;190
15275;Shendi;Shendi;16.6805;33.42;186611;190
15276;Singa;Singa;13.1483;33.9311;;190
15277;Tokār;Tokar;18.4333;37.7333;73202;190
15278;Umm Ruwaba;Umm Ruwaba;12.9058;31.2156;55742;190
15279;Wad Medani;Wad Medani;14.4;33.51;332714;190
15280;Wādī Ḩalfā’;Wadi Halfa';21.8;31.35;17121;190
15281;Zalingei;Zalingei;12.9092;23.4706;;190
15282;Albina;Albina;5.5;-54.05;5247;191
15283;Brokopondo;Brokopondo;5.0404;-55.02;8340;191
15284;Brownsweg;Brownsweg;5.02;-55.17;4582;191
15285;Cottica;Cottica;3.8547;-54.2289;29210;191
15286;Domburg;Domburg;5.7;-55.0833;5500;191
15287;Groningen;Groningen;5.797;-55.481;3216;191
15288;Lelydorp;Lelydorp;5.7;-55.2333;;191
15289;Moengo;Moengo;5.6167;-54.4;8252;191
15290;Nieuw Amsterdam;Nieuw Amsterdam;5.91;-55.07;4935;191
15291;Nieuw Nickerie;Nieuw Nickerie;5.9261;-56.9731;12818;191
15292;Onverwacht;Onverwacht;5.6;-55.2;2105;191
15293;Paramaribo;Paramaribo;5.8667;-55.1667;223757;191
